stage_id,name,lat,lon,corridor,routes,aliases,nearby_osm_name
0511TSH,Tosha,-1.470376,36.960409,,110 110AK,,
0400TTL,Total,-1.270318,36.880947,,26 17A 26S 23KS 17Aky,Total Petrol Station,Kariobangi South
0311TOT,Total,-1.258169,36.893431,,36 41 42 18C 32D 3738 16/62,,SENIOURS STAGE
0400TJR,Total Jogoo Road,-1.298008,36.869484,,36 58 33C 34B 34J 04SK 1960 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39,,
0501KET,Total Karen,-1.338950,36.739760,,24BK,,
0710TTL,Total Ngong Road,-1.299607,36.788665,,2 8 24 4W 102 111 32A,,Prestige Plaza
0701TTW,Total Wangige,-1.220710,36.712074,,103 118 129,Wangige,Wangige Stage
0212TKT,Townterminal,-1.284149,36.827805,thika_road,237,,Simba Booking Office
0401TRN,Transami,-1.325301,36.897708,,33B 33C 33H 33J 33DC 33TP 33FED 33UTW,,Rounda
0401TNS,Transgobal,-1.338612,36.910735,,34J,,
0500TRN,Triangle,-1.426975,36.691508,,126 126RK,,Kiserian matatu station
0200TSS,Tss Petrol Station/Blue Hut Hotel,-1.277000,36.830910,kiambu_road,100 120,,Narokline
0401TMI,Tumaini,-1.309334,36.890975,,33C 34J 33DC 33DP 33GTB,,Tassia Matatu Stage
0400TSH,Tushauriane,-1.266440,36.916100,,17A 1960 19C2 17Aky 19Cdc 19Cjk,,Tushauriane
0201TKS,Tuskeys,-1.041316,37.071367,thika_road,237,,
0510TSK,Tuskys,-1.317696,36.918819,,33B 33H 33J 33FED 33UTW,,75
0701TSK,Tuskys,-1.382853,36.676901,,126N,,Kona Stage 46
0400TSK,Tuskys,-1.290194,36.901926,,34B 1961K 19Cjk 1961Kd,Tuskys Green Span,
0401TKY,Tuskys,-1.262146,36.976114,,3738 38/39,,
0401TUY,Tuskys,-1.306922,36.875984,,70/71,,
0601TWZ,Twinkling Stars School/Zebra Bar,-1.282386,36.752367,,56,Zebra Bar,Stage 2
0401TWS,Twisters,-1.256270,36.926635,,20 3738 38/39,,Kayole Junction Ez
0511UCC,Ucc,-1.276622,36.970368,,33H,,Benedicta Bus Stage
0401UCB,Uchumi Buruburu,-1.288000,36.881530,,36 58,,Umoja/ Mutindwa
0711UCN,Uchumi Hyper Ngong Road/ Ngong Hills Hotel,-1.299527,36.792314,,2 5 8 4W 102 111 24C 32A,Uchumi/National Oil,Prestige Plaza
0400UJR,Uchumi Jogoo Road,-1.296180,36.860310,,10 36 58 33C 34B 34J 04SK 1960 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39,,Church army
0400USS,Uhuru Secondary School,-1.283791,36.869433,,26S 23KS,Uhuru Shopping Centre | Uhuru Shops,
0401UM1,Umoja 1,-1.284130,36.887110,,35/60 3560_2,Umoja 1/Jasho Stage | Umoja Market,Umoja/ Mutindwa
0400UM2,Umoja 2,-1.279320,36.898080,,17A 17Aky 3560_2,Umoja 2 Terminus,Kwa maji
0401UM3,Umoja 3,-1.274166,36.894854,,04SK 19C2 19Cdc 38/39,,Pioneer academy junction
0401UMJ,Umoja Junction,-1.276388,36.886054,,04SK 19C2 19Cdc 38/39,,Kariobangi South
0412NAI,Umoja Stage,-1.296393,36.886606,,04SK 1960 19C2 19Cdc 35/60 38/39 3560_2,,
0111TUN,Un,-1.238670,36.810540,,106 107 116 11F 114R,,UN/Gigiri/KTTC
0711UNV,Universal,-1.347724,36.662526,,111,,El Paso Bus Stop
0801UON,University Of Nairobi School Of Business,-1.239690,36.739878,,118,,
0701UKC,Uon Kikuyu Campus,-1.265918,36.674770,,102,Uon Kikuyu Campus Stage | Uon Kikuyu Gate 2,Thogoto
0700UKG,Uon Kikuyu Gate,-1.263941,36.671096,,102,,Thogoto
0810UTH,Uthiru,-1.260483,36.717077,,3U 103 105 115 135 114W,Uthiru Exit/Nucleur Petrol Station | Uthiru Pentecostal | Waiyaki Way/Uthiru Junction,Uthiru
0601ARC,Valley Arcade,-1.290004,36.770133,,56 46K,,Valley Arcade Bus Stop
0611VRP,Valley Road Pentecostal,-1.292408,36.804994,,5 56 24C 46K 46Y,,KNH/KMTC
0501VNL,Vanillas,-1.451671,36.968198,,110 110AK,,Athi River (MGR)
0100VDA,Victory Gospel/Sda,-1.194320,36.742900,,107,,
0711VWO,Victory World Outreach,-1.297388,36.754936,,4W,,Tankard
0501VLG,Village,-1.453628,36.967694,,110 110AK,,Athi River (MGR)
0111VMA,Village Market,-1.228760,36.804430,,106 107 116 11F 114R,,Village Market
0400VSP,Visa Place,-1.278040,36.895210,,17A 17Aky 3560_2,,Kwa maji
0701WTK,Waithaka,-1.279621,36.712344,,2 102,,Waithaka
0101WBR,Wambugu Road,-1.267990,36.821270,,106 107 116 11A 11F 114R,,Wambugu Road Bus stop
0311RIS,Wamwaris,-1.261081,36.887801,,36 41 42 18C 32D 3738 16/62,,Wa Mwaris
0201WJY,Wanderjoy,-1.231130,36.842250,kiambu_road,100 120 121 100A,Wonderjoy,
0713WNG,Wangige Stage,-1.219195,36.712390,,103 118 129,,Wangige Stage
0810WJM,Wanjimi,-1.258501,36.703092,,103 105 115 135 114W,,Junction
0711WST,Wanyee Stage,-1.295965,36.749176,,4W,,Satellite
0601WAR,Warrior/Califonia,-1.284821,36.753194,,56,,Mtimoja
0401WKM,Welkim,-1.266680,36.989375,,3738 38/39,,Welkim
0501WEB,West End Bar/Barclays,-1.307340,36.823660,,14A 14B,,
0501WEM,West Mall,-1.309390,36.822250,,14B,,
0201WST,West Plaza,-1.182706,36.897987,thika_road,44G 44K,,
0812WST,Westlands,-1.262800,36.800310,,30 105 115 135 48K 114W 23KG,,Westlands Bus Stop
0813WSA,Westlands,-1.262281,36.803707,,118 119 11B 23W 119A,Westlands Terminal,Westlands/Ngara/Town Stage
0810WST,Westlands Stage,-1.265490,36.802770,,30 105 115 135 48C 114W 23KG,,Westlands Bus Stop
0710WWD,Westwood,-1.325327,36.696969,,111,Westwood/Defense College,Kephis Stage
0801WID,Wida Hotel,-1.220669,36.663259,,115 135 114W,,Zambezi - Nairobi Bus Stage
0510WIL,Wilson,-1.315626,36.814272,,15 24 125 126 24C 34L,Wilson Airport/Shell | Wilson/Amref,
0101WID,Windsor Advice,-1.215566,36.850327,,107D,,
0701WRG,Windy Ridge/Group Africa,-1.324266,36.701959,,111,,The Lower Shell Stage
0701WNK,Winners Chapel/Kanisani,-1.301972,36.779624,,5,,Adams
0701WOO,Woodley,-1.303806,36.779586,,5,,Adams
0611YAY,Yaya,-1.292751,36.789354,,5 56 46K 46Y,,Bus Stop
0801YYA,Yaya,-1.291648,36.787161,,48C,,Prestige Plaza
0810ZAB,Zambezi,-1.212741,36.659981,,115 135 114W,,Zambezi - Nakuru Bus Stage
0700ZBA,Zambia,-1.354088,36.657717,,111,,Zambia
0810ZEN,Zen Garden,-1.245280,36.769130,,118 119,Zen Gardens,Crossroads
0811ZOP,Zopen,-1.201284,36.654722,,115 135 114W,,
0700GPF,Zuku/Grace Pop/Dagoretti Flats,-1.276294,36.686224,,102,,Dagoretti Market
