sacco,permit_no,via_raw,via_points
RUKINE TRAVELLERS SAVINGS AND CREDIT CO-OPERATVE SOCIETY LIMITED,NTR-00202107070954180,"Nairobi, thika ruiru nembu kigumo gitare gachika mundoro nyanduma gatamaiyu, kimende",nairobi|thika ruiru nembu kigumo gitare gachika mundoro nyanduma gatamaiyu|kimende
RUKINE TRAVELLERS SAVINGS AND CREDIT CO-OPERATVE SOCIETY LIMITED,NTR-00964,"nairobi, thika, ruiru, kigumo",nairobi|thika|ruiru|kigumo
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-00202006091055510,"Odeon, HighridgePanganiBypassGithogoroRuakaLimururdNdenderuKaruraWangigeKikuyuKiambuRuiruJujaJuja farm, Thika",odeon|highridgepanganibypassgithogororuakalimururdndenderukarurawangigekikuyukiamburuirujujajuja farm|thika
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-001288,"Odeon, BypassGithogoroRuakaKarura gachie via waiyaki way kikuyu peponi rd banana kabuku limuru tigoni kimende kijabe ikinu githunguri kwa maiko rioki thome ngumba alsops kariobangi, thika",odeon|bypassgithogororuakakarura gachie via waiyaki way kikuyu peponi rd banana kabuku limuru tigoni kimende kijabe ikinu githunguri kwa maiko rioki thome ngumba alsops kariobangi|thika
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,NTR-00201912270805250,"Odeon, HighridgePanganiBypassGithogoroRuakaLimuru rdNdenderuKaruraWanginge, Kikuyu",odeon|highridgepanganibypassgithogororuakalimuru rdndenderukarurawanginge|kikuyu
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-REOSLL9,"odeon, highridge, pangani, ruaka, ndenderu",odeon|highridge|pangani|ruaka|ndenderu
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-MDMSAM9,"odeon, pangani, highridge, karura, rwaka, ndenderu",odeon|pangani|highridge|karura|rwaka|ndenderu
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-YM3SELZ,"odeon, bypass,githogoro,ruaka,karura, kikuyu",odeon|bypass|githogoro|ruaka|karura|kikuyu
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-8LMSVOQ,"odeon, highridge, pangani, ndenderu",odeon|highridge|pangani|ndenderu
RUNKA SERVICES COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD,ADR-ZZJS2ZY,"odeon, ndenderu,highridge, pangani, ruaka",odeon|ndenderu|highridge|pangani|ruaka
RWAKEN INVESTMENTS LIMITED,NTR-001253,"within kenya, within kenya, within kenya",within kenya|within kenya|within kenya
RWAKEN INVESTMENTS LIMITED,NTR-00948,"nairobi, within, nairobi",nairobi|within|nairobi
RWAKEN INVESTMENTS LIMITED,ADR-WZ9SW79,"within, , kenya",within|kenya
RWAKEN INVESTMENTS LIMITED,ADR-537H6RY,"railwaysmsardathiriverkitengela, ,",railwaysmsardathiriverkitengela
RWAKEN INVESTMENTS LIMITED,ADR-A5ACLRV,"accra road, mombasa road, embakasi",accra road|mombasa road|embakasi
RWAKEN INVESTMENTS LIMITED,ADR-9AKFAMQ,"nairobi, within, within",nairobi|within|within
RWARE TRAVELLERS SACCO,NTR-00202101181115420,"Kangemi, Nyeri town, Ruringu",kangemi|nyeri town|ruringu
RWARE TRAVELLERS SACCO,NTR-00202101181117300,"Kangemi, Nyeri town, Kamakwa",kangemi|nyeri town|kamakwa
SAFELINE MATATU SOCCO SOCIETY LIMITED,NTR-00201901070914160,"kenyatta, dagoretti,kikuyu, limuru",kenyatta|dagoretti|kikuyu|limuru
SAFELINE MATATU SOCCO SOCIETY LIMITED,ADR-MDMSMR5,"railways, dagoreti, kikuyu, limuru",railways|dagoreti|kikuyu|limuru
SAFELINE MATATU SOCCO SOCIETY LIMITED,ADR-JY7S2EV,"nairobi, ndeiya, limuru",nairobi|ndeiya|limuru
SALTY BIZADA INVESTMENT LIMITED,ADR-WZ9SDQL,"Ronald Ngala, tom mboya moi avenue mombasa rd cabanas utawala ruai njiru umoja innercore jogoo rd lunga lunga bahati juja rd kariobangi eastleigh kariokor fig tree thika rd, Alsops",ronald ngala|tom mboya moi avenue mombasa rd cabanas utawala ruai njiru umoja innercore jogoo rd lunga lunga bahati juja rd kariobangi eastleigh kariokor fig tree thika rd|alsops
SALTY BIZADA INVESTMENT LIMITED,ADR-537HQ72,"Ronald Ngala, tom mboya moi avenue mombasa rd cabanas utawala ruai njiru umoja innercore jogoo rd lunga lunga industrial area likoni bahati juja rd kariobangi eastleigh kariokor fig tree thika rd, Alsops",ronald ngala|tom mboya moi avenue mombasa rd cabanas utawala ruai njiru umoja innercore jogoo rd lunga lunga industrial area likoni bahati juja rd kariobangi eastleigh kariokor fig tree thika rd|alsops
SALTY BIZADA INVESTMENT LIMITED,ADR-A5ACPQM,"Umoja innecore, jogoo rd savannah Enterprise rd Imara Daima mombasa rd bunyala road upperhill Ngong rd Dagoretti corner Naivasha rd uthiru kangemi Waiyaki way Westlands Moi Avenue Ronald Ngala parklandsThika rd Eastern bypass RuiruThika, makongeni .",umoja innecore|jogoo rd savannah enterprise rd imara daima mombasa rd bunyala road upperhill ngong rd dagoretti corner naivasha rd uthiru kangemi waiyaki way westlands moi avenue ronald ngala parklandsthika rd eastern bypass ruiruthika|makongeni
SALTY INVESTMENTS LIMITED,NTR-00202106141134550,"ongata rongai, bomas railways, Kitengela",ongata rongai|bomas railways|kitengela
SALTY INVESTMENTS LIMITED,NTR-00202105240924590,"Railways, langata rdbomas ongata rongai, kitengela",railways|langata rdbomas ongata rongai|kitengela
SALTY INVESTMENTS LIMITED,NTR-00202211071511110,"Ngong, Kiserian Rongai Gataka Rd Bomas Langata Railways Jogoo Rd Kangundo Rd Komarock via Umoja, Kitengela",ngong|kiserian rongai gataka rd bomas langata railways jogoo rd kangundo rd komarock via umoja|kitengela
SALTY SUPPORTERS INVESTMENT LIMITED,NTR-00202101191051190,"Ronald Ngala, Fig tree Thika rd Alsops Outering rd Cabanas Utawala Ruai, Kangundo rd",ronald ngala|fig tree thika rd alsops outering rd cabanas utawala ruai|kangundo rd
SALTY SUPPORTERS INVESTMENT LIMITED,NTR-00201812211111140,"ronald ngara, jogoo rd,umoja innercore,saika, mowlem",ronald ngara|jogoo rd|umoja innercore|saika|mowlem
SALTY SUPPORTERS INVESTMENT LIMITED,ADR-EPJS7D5,"ALSOLPS,, OUTERING ROAD,, CITY CABANAS AND BACK",alsolps|outering road|city cabanas and back
SALTY SUPPORTERS INVESTMENT LIMITED,ADR-2DVSPW3,"ALSOLPS,, DANDORA,, RUAI,, MALAA AND BACK",alsolps|dandora|ruai|malaa and back
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00138,"kiserian, magadi road,langata road,mbagathi road,knh, railways",kiserian|magadi road|langata road|mbagathi road|knh|railways
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSM3A,"Railways, kiserian, Isinya",railways|kiserian|isinya
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SLOL,"railways, mbagathi way,ongata rongai, kiserian",railways|mbagathi way|ongata rongai|kiserian
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-8LMSODE,"railways, ongata rongai, kiserian",railways|ongata rongai|kiserian
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-ZZJSZ7R,"railways, kiserian, ongata rongai",railways|kiserian|ongata rongai
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-LZRSRJD,"nairobi, kiserian, magadi",nairobi|kiserian|magadi
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-O68I8J6,"railways, kiserian,mbagathi way, ongata rongai",railways|kiserian|mbagathi way|ongata rongai
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-6DBSLJV,"railways, kiserian,knh,mbagathi way, rongai",railways|kiserian|knh|mbagathi way|rongai
SERIAN SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-WZ9S9R5,"railways, knh,mbagathi way,rongai, kiserian",railways|knh|mbagathi way|rongai|kiserian
seven city shuttle limited,ADR-JY7SL62,"nairobi, athi river , kitengela, machakos",nairobi|athi river|kitengela|machakos
seven city shuttle limited,ADR-POKSREA,"railways, machakos,athiriver, kitengela",railways|machakos|athiriver|kitengela
SINGLE LINE SERVICES LIMITED,NTR-00202109201132040,"katani, mlolongo mombasa rd hazina enterprise rd GPO ambassador, hakati",katani|mlolongo mombasa rd hazina enterprise rd gpo ambassador|hakati
SINGLE LINE SERVICES LIMITED,ADR-JY7S2Y8,"south b, gpo, ambassador, hazina estate",south b|gpo|ambassador|hazina estate
SINGLE LINE SERVICES LIMITED,ADR-POKS52J,"south b, gpo, ambassador, hazina estate",south b|gpo|ambassador|hazina estate
SINGLE LINE SERVICES LIMITED,ADR-VYASPYM,"bus station, south b, hazina",bus station|south b|hazina
SMOKE CITY SACCO LIMITED,NTR-001102,"Nairobi, Kitengela, Machakos, Makueni",nairobi|kitengela|machakos|makueni
SMOKE CITY SACCO LIMITED,NTR-00381,"nairobi, machakos, Wote",nairobi|machakos|wote
SMOKE CITY SACCO LIMITED,NTR-00202009301656280,"Nairobi, KitengelaKajiado, Namanga .",nairobi|kitengelakajiado|namanga
SMOKE CITY SACCO LIMITED,ADR-8LMS9RZ,"city cabanas, machakos, Wote",city cabanas|machakos|wote
SNOWBALL SACCO SOCIETY LTD,NTR-00138,"kiserian, magadi road,langata road,mbagathi road,knh, railways",kiserian|magadi road|langata road|mbagathi road|knh|railways
SNOWBALL SACCO SOCIETY LTD,NTR-00724,"Railways, KNH,, Mbagathi,, Langata road,, Rongai,, Kiserian,, Namanga and back",railways|knh|mbagathi|langata road|rongai|kiserian|namanga and back
SNOWBALL SACCO SOCIETY LTD,ADR-O68IMV7,"Railways, KNH ngong rd kawangware ndonyo karen kibera langata rd hardy gataka rd ongata rongai kiserian isinya namanga kitengela, Mombasa rd",railways|knh ngong rd kawangware ndonyo karen kibera langata rd hardy gataka rd ongata rongai kiserian isinya namanga kitengela|mombasa rd
SNOWBALL SACCO SOCIETY LTD,ADR-6DBS9W7,"Railways, Athi River, Kitengela",railways|athi river|kitengela
SNOWBALL SACCO SOCIETY LTD,ADR-WZ9SEWJ,"railways, knh,mbagathi way,rongai, kiserian",railways|knh|mbagathi way|rongai|kiserian
SNOWBALL SACCO SOCIETY LTD,ADR-537HBBV,"railways, mbagathi way,ongata rongai, kiserian",railways|mbagathi way|ongata rongai|kiserian
SNOWBALL SACCO SOCIETY LTD,ADR-A5ACKKE,"railways, ongata rongai, kiserian",railways|ongata rongai|kiserian
SNOWBALL SACCO SOCIETY LTD,ADR-9AKFJJV,"railways, kiserian, ongata rongai",railways|kiserian|ongata rongai
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",juja|ruiru eastern bypass commercial kikuyu mutarakwa thigio limuru githunguri kiambu wangige|ruaka
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104290903280,"Eastern by pass, Ruiru JujaRuaka Kiambu Githunguri Thigio Wangige Mutarakwa Limuru, kikuyu",eastern by pass|ruiru jujaruaka kiambu githunguri thigio wangige mutarakwa limuru|kikuyu
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,ADR-9AKFOOQ,"commercial, kiambu, githunguri",commercial|kiambu|githunguri
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",juja|ruiru eastern bypass commercial kikuyu mutarakwa thigio limuru githunguri kiambu wangige|ruaka
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104290903280,"Eastern by pass, Ruiru JujaRuaka Kiambu Githunguri Thigio Wangige Mutarakwa Limuru, kikuyu",eastern by pass|ruiru jujaruaka kiambu githunguri thigio wangige mutarakwa limuru|kikuyu
SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,ADR-9AKFOOQ,"commercial, kiambu, githunguri",commercial|kiambu|githunguri
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,NTR-00201910291437530,"Bus station, South b,Hazina,Mombasa rd, Machakos",bus station|south b|hazina|mombasa rd|machakos
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,NTR-00202105241245440,"Bus Station, mombasa rd south b south c jogoo rd eastleigh juja rd thika rd outering rd embakasi utawala kangundo rd ruai, Machakos",bus station|mombasa rd south b south c jogoo rd eastleigh juja rd thika rd outering rd embakasi utawala kangundo rd ruai|machakos
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,ADR-EPJSY5D,"bus station, hazina, south b",bus station|hazina|south b
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,ADR-2DVS53V,"bus station, south b, hazina",bus station|south b|hazina
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,ADR-K9BFV5A,"bus station, south b, hazina",bus station|south b|hazina
SOUTH B MATATU OWNERS SACCO SOCIETY LTD,ADR-7WRSZJL,"bus station, hazina, south b",bus station|hazina|south b
SOUTHLEIGH S LIMITED,ADR-537HQE2,"Ngara fig tree, Kariokor Juja rd GikombaEastleigh Kiambiu Jericho Buruburu Alsops Outering rd Cabanas Mombasa rd Nyayo round about Lusaka rd Likoni rd Muthurwa Jogoo rd Savannah Umoja Saika Mowlem Civil servants eastern bypass utawala, Kangundo rd",ngara fig tree|kariokor juja rd gikombaeastleigh kiambiu jericho buruburu alsops outering rd cabanas mombasa rd nyayo round about lusaka rd likoni rd muthurwa jogoo rd savannah umoja saika mowlem civil servants eastern bypass utawala|kangundo rd
SOUTHLEIGH SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,NTR-00202003161550390,"Kariokor, GikombaEastleighJerichoBuruburuOutering rdCabanasMombasa rdNyayo roundaboutLusaka rdMuthurwaJogoordSavannahUmoja, Saika",kariokor|gikombaeastleighjerichoburuburuoutering rdcabanasmombasa rdnyayo roundaboutlusaka rdmuthurwajogoordsavannahumoja|saika
SOUTHLEIGH SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-2DVSDV3,"Ngara fig tree, Kariokor Juja rd GikombaEastleigh Kiambiu Jericho Buruburu Alsops Outering rd Cabanas Mombasa rd Nyayo round about Lusaka rd Likoni rd Muthurwa Jogoo rd Savannah Umoja Saika Mowlem Civil servants eastern bypass utawala, Kangundo rd",ngara fig tree|kariokor juja rd gikombaeastleigh kiambiu jericho buruburu alsops outering rd cabanas mombasa rd nyayo round about lusaka rd likoni rd muthurwa jogoo rd savannah umoja saika mowlem civil servants eastern bypass utawala|kangundo rd
SOUTHLEIGH SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-K9BFZQY,"kariokor, gikomba,eastleigh,jericho,buruburu,outeringroad, cabanas",kariokor|gikomba|eastleigh|jericho|buruburu|outeringroad|cabanas
SOWETAMU TRAVELLERS SACCO,NTR-00201911080923280,"Thika, Ruiru,Eastern Bypass,Mihango,Kayole junction,soweto,Tajmall,Cabanas,Machakos, Wote",thika|ruiru|eastern bypass|mihango|kayole junction|soweto|tajmall|cabanas|machakos|wote
SOWETAMU TRAVELLERS SACCO,NTR-00133,"Kenol, Thika Ruiru Eastern Bypass Jogoo Rd Mihango Kayole Junction Soweto Taj mall Mombasa Rd Machakos Wote Kibwezi, Kitui",kenol|thika ruiru eastern bypass jogoo rd mihango kayole junction soweto taj mall mombasa rd machakos wote kibwezi|kitui
SOWETAMU TRAVELLERS SACCO,NTR-001152,"isinya, kitengela athi river syokimau jkia utawala ruai malaa kangundo rd kangundo umoja innercore outering rd dandora kariobangi huruma buruburu jogoo rdkencom rongai kiserian ngong hardy knh kibera kawangware kikuyu waiyaki way thika rd, thika",isinya|kitengela athi river syokimau jkia utawala ruai malaa kangundo rd kangundo umoja innercore outering rd dandora kariobangi huruma buruburu jogoo rdkencom rongai kiserian ngong hardy knh kibera kawangware kikuyu waiyaki way thika rd|thika
SOWETAMU TRAVELLERS SACCO,NTR-00201812271114480,"kayole junction, soweto,taj mall,cabanas,machakos, wote",kayole junction|soweto|taj mall|cabanas|machakos|wote
SOWETAMU TRAVELLERS SACCO,ADR-3ZQS3YE,"Thika, Ruiru Gatanga Njambini, Naivasha",thika|ruiru gatanga njambini|naivasha
ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00857,"NAIROBI, KISERIAN, MAGADI AND BACK",nairobi|kiserian|magadi and back
ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00202108060801500,"Bus Station, city stadium lusaka rd enterprise rd likoni rd jogoo rd kangundo rd via eastern bypass mombasa rd langata rd kungu karumba rd ngong rd karen dagoretti yaya centre limuru rd, Ruaka",bus station|city stadium lusaka rd enterprise rd likoni rd jogoo rd kangundo rd via eastern bypass mombasa rd langata rd kungu karumba rd ngong rd karen dagoretti yaya centre limuru rd|ruaka
ST. MARYS TRANSPORT SACCO SOCIETY,NTR-0020181211134410497,"Bus station, Kencom,GPO,KNH,Adams arcade,Karen,Ngong,Matasia,Kiseriani,Rongai,Bomas,Langata road, Kiserian",bus station|kencom|gpo|knh|adams arcade|karen|ngong|matasia|kiseriani|rongai|bomas|langata road|kiserian
ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00370,"bus station, kenyatta,mbagathi road,langata,otiende, st marys",bus station|kenyatta|mbagathi road|langata|otiende|st marys
ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00202007021132300,"Bus Station, KNHMbagathi WayLangataRongai, Kiserian",bus station|knhmbagathi waylangatarongai|kiserian
ST. MARYS TRANSPORT SACCO SOCIETY,ADR-3ZQS2AL,"bus station, knh,mbagathi way, langata,otiende, st.marys hospital",bus station|knh|mbagathi way|langata|otiende|st marys hospital
ST. MARYS TRANSPORT SACCO SOCIETY,ADR-JY7S73Z,"bus station, st marys,kenyatta,mbagathi road,langata, otiende",bus station|st marys|kenyatta|mbagathi road|langata|otiende
ST. MARYS TRANSPORT SACCO SOCIETY,ADR-POKSKOO,"bus station, otiende,knh, mbagathi way, langata",bus station|otiende|knh|mbagathi way|langata
ST. MARYS TRANSPORT SACCO SOCIETY,ADR-VYASALA,"bus station, st.marys hospital,knh,mbagathi way, langata, otiende",bus station|st marys hospital|knh|mbagathi way|langata|otiende
STAHITO  COMMUTER  SERVICES CO. LIMITED,NTR-00202105241240410,"Kitengela, mombasa rd cabanas eastern bypass kangundo rd ruai kamulu outering rd kwa njenga lungalunga rd likoni industrial area lusaka rd bus station/muthurwa railways mbagathi rd langata rd bomas jogoo rd eastleigh(biafra)alsops wangige ruaka ruiru via thika, Muranga",kitengela|mombasa rd cabanas eastern bypass kangundo rd ruai kamulu outering rd kwa njenga lungalunga rd likoni industrial area lusaka rd bus station/muthurwa railways mbagathi rd langata rd bomas jogoo rd eastleigh biafra alsops wangige ruaka ruiru via thika|muranga
STAHITO  COMMUTER  SERVICES CO. LIMITED,NTR-001405,"otc, industrial area,jogoo rd,likoni rd,mombasa rd, kitengela",otc|industrial area|jogoo rd|likoni rd|mombasa rd|kitengela
STAHITO  COMMUTER  SERVICES CO. LIMITED,NTR-00563,"bus station, lusaka road,enterprise road,industrial area,general motors, mukuru kwa njenga",bus station|lusaka road|enterprise road|industrial area|general motors|mukuru kwa njenga
STAHITO  COMMUTER  SERVICES CO. LIMITED,ADR-YM3S8ML,"Muthurwa, Jogoo road Likoni road Industrial AreaLusaka rd mombasa roadKwa Njenga Kitengela City cabanas Eastern Bypass Kangundo rd Ruai Kamulu Outering rd Alsops Eastleigh(Biafra) Lungalunga, Bus station",muthurwa|jogoo road likoni road industrial arealusaka rd mombasa roadkwa njenga kitengela city cabanas eastern bypass kangundo rd ruai kamulu outering rd alsops eastleigh biafra lungalunga|bus station
STAHITO  COMMUTER  SERVICES CO. LIMITED,ADR-8LMSMLE,"Kitengela, mombasa rd cabanas eastern bypass kangundo rd ruai kamulu outering rd kwa njenga lungalunga rd likoni industrial area lusaka rd bus station/muthurwa jogoo rd eastleigh(biafra)alsops wangige ruaka ruiru via thika, Muranga",kitengela|mombasa rd cabanas eastern bypass kangundo rd ruai kamulu outering rd kwa njenga lungalunga rd likoni industrial area lusaka rd bus station/muthurwa jogoo rd eastleigh biafra alsops wangige ruaka ruiru via thika|muranga
STAHITO  COMMUTER  SERVICES CO. LIMITED,ADR-ZZJSL6R,"muthurwa, jogoo road , likoni road, industrial area, mombasa road, kitengela",muthurwa|jogoo road|likoni road|industrial area|mombasa road|kitengela
STAHITO  COMMUTER  SERVICES CO. LIMITED,ADR-LZRSE8D,"railways, athi river, kitengela",railways|athi river|kitengela
STARBUS COMPANY (K) LTD,NTR-0078,"odeon, westlands, kangemi",odeon|westlands|kangemi
STARBUS COMPANY (K) LTD,NTR-00202001071426110,"Odeon/Lagos rd, WestlandsWestlandsRedhill rdLink rdGigiriGachieKaruraGitaru rdWangigeKikuyu, Kangemi",odeon/lagos rd|westlandswestlandsredhill rdlink rdgigirigachiekaruragitaru rdwangigekikuyu|kangemi
STARBUS COMPANY (K) LTD,NTR-0015,"uthiru, kawangware, yaya,ambassador, railways",uthiru|kawangware|yaya|ambassador|railways
STARBUS COMPANY (K) LTD,ADR-2DVSROK,"odeon, westlandsuthiru, kinoo",odeon|westlandsuthiru|kinoo
STARBUS COMPANY (K) LTD,ADR-K9BF68M,"railways, abambassador, kawangware, uthiru",railways|abambassador|kawangware|uthiru
STARBUS COMPANY (K) LTD,ADR-7WRS93P,"odeon, westlands, kangemi, uthiru, kinoo",odeon|westlands|kangemi|uthiru|kinoo
STARBUS COMPANY (K) LTD,ADR-BQ9SQBV,"railways, uthiru,abambassador, kawangware",railways|uthiru|abambassador|kawangware
STARBUS COMPANY (K) LTD,ADR-REOSZVQ,"odeon, kinoo, westlandsuthiru",odeon|kinoo|westlandsuthiru
STARBUS COMPANY (K) LTD,ADR-MDMSJRE,"odeon, kangemi, westlands",odeon|kangemi|westlands
STARBUS COMPANY (K) LTD,ADR-YM3SBAV,"odeon, kangemi, stage87, muhuri road, dagoretti market junction",odeon|kangemi|stage87|muhuri road|dagoretti market junction
STARBUS COMPANY (K) LTD,ADR-8LMSY6Y,"railways, ngong road, naivasha road, satellite , kabiria, uthiru",railways|ngong road|naivasha road|satellite|kabiria|uthiru
SUMMA TRANSPORTERS SACCO LIMITED,ADR-A5AC276,"Ring road, NgaraGithuraiRuiruMwihokoThikaMakongeni, Kenol",ring road|ngaragithurairuirumwihokothikamakongeni|kenol
SUMMA TRANSPORTERS SACCO LIMITED,ADR-9AKFOW5,"githurai, mwihoko, ruiru, kenol",githurai|mwihoko|ruiru|kenol
SUNBIRD SERVICES LTD,NTR-00123,"Ronald Ngala, Zimmerman githurai kahawa west northern bypass outering rd eastern bypass ruiru, Thika",ronald ngala|zimmerman githurai kahawa west northern bypass outering rd eastern bypass ruiru|thika
SUNBIRD SERVICES LTD,NTR-00209,"odeon, githurai, kahawa west",odeon|githurai|kahawa west
SUNBIRD SERVICES LTD,ADR-K9BFZ2J,"Mombasa, NairobiEmbuMaua via MeruNanyukiNyeriNyahururuNaivashaNakuruKisumu, Kakamega back",mombasa|nairobiembumaua via merunanyukinyerinyahururunaivashanakurukisumu|kakamega back
SUNBIRD SERVICES LTD,ADR-7WRSO3A,"ronald ngala, zimmerman, kahawa west",ronald ngala|zimmerman|kahawa west
SUNBIRD SERVICES LTD,ADR-BQ9SMBK,"ronald ngala, githurai , kahawa west",ronald ngala|githurai|kahawa west
SUNBIRD SERVICES LTD,ADR-REOSYV5,"ronald ngala, kahawa west, githurai",ronald ngala|kahawa west|githurai
SUNBIRD SERVICES LTD,ADR-MDMSERP,"ronald ngala, kahawa west, zimmerman",ronald ngala|kahawa west|zimmerman
SUPER HIGHWAY 45 SACCO SOCIETY LTD,NTR-00202103101509460,"Cabanas, Eastern bypass Outerng rd Juja rd Nairobi Thika rd Mwhihoko Githurai Thika, Mwingi",cabanas|eastern bypass outerng rd juja rd nairobi thika rd mwhihoko githurai thika|mwingi
SUPER HIGHWAY 45 SACCO SOCIETY LTD,NTR-00415,"ronald ngara, thika road, githurai",ronald ngara|thika road|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-YM3SVQB,"nairobi, thika road, githurai",nairobi|thika road|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-8LMSJPV,"nairobi, thika road, githurai",nairobi|thika road|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-ZZJS9DZ,"nairobi, thika road, githurai, mwingi",nairobi|thika road|githurai|mwingi
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-LZRSOZW,"ronald ngala, mwingi, githurai",ronald ngala|mwingi|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-O68IVWP,"nairobi, mwingi,thika road, githurai",nairobi|mwingi|thika road|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-6DBSW7Y,"railways, mwingi,thika road, githurai",railways|mwingi|thika road|githurai
SUPER HIGHWAY 45 SACCO SOCIETY LTD,ADR-WZ9SW6P,"ronald ngala, githurai, thika, mwingi",ronald ngala|githurai|thika|mwingi
SUPER METRO LIMITED,NTR-00202006121135460,"Ruiru, RuakaWangigeKikuyuWaiyakiwayWestlandsMoi avenueTomboyaThika rdKasaraniJujaThika, Thika-Makongeni",ruiru|ruakawangigekikuyuwaiyakiwaywestlandsmoi avenuetomboyathika rdkasaranijujathika|thika makongeni
SUPER METRO LIMITED,NTR-00202108091506440,"TALA, KOMAROCK- MALAA- KAMULU- RUAI-UTAWALA-PIPELINE- JOGOO RD- YAYA- KAWANGWARE-KABIRIA- KiKUYU, Limuru",tala|komarock malaa kamulu ruai utawala pipeline jogoo rd yaya kawangware kabiria kikuyu|limuru
SUPER METRO LIMITED,NTR-00130,"kikuyu, waiyaki way,westlands,moi avenue,tom mboya,thika road,kasarani, juja",kikuyu|waiyaki way|westlands|moi avenue|tom mboya|thika road|kasarani|juja
SUPER METRO LIMITED,NTR-00191,"kikuyu, kawangware kenyatta ambasdour tom mboya thika road kasarani, juja",kikuyu|kawangware kenyatta ambasdour tom mboya thika road kasarani|juja
SUPER METRO LIMITED,ADR-A5ACQDD,"Ruiru, Ruaka Wangige Kikuyu Waiyaki way Westlands Moi Avenue Tom Mboya Thika rd Kasarani Juja Thika (Thika makongeni) Oldonyo Sabuk Kilimambogo Tala Machakos Mombasa rd, Mlolongo",ruiru|ruaka wangige kikuyu waiyaki way westlands moi avenue tom mboya thika rd kasarani juja thika thika makongeni oldonyo sabuk kilimambogo tala machakos mombasa rd|mlolongo
SUPER METRO LIMITED,ADR-9AKF2PP,"Ruiru, Ruaka Wangige Kikuyu Waiyaki way Westlands Moi Avenue Tom Mboya Thika rd Kasarani Juja Thika (Thika makongeni) Oldonyo Sabuk Kilimambogo Tala Machakos Mombasa rd, Mlolongo",ruiru|ruaka wangige kikuyu waiyaki way westlands moi avenue tom mboya thika rd kasarani juja thika thika makongeni oldonyo sabuk kilimambogo tala machakos mombasa rd|mlolongo
