route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
17Aky,,Eastleigh Terminal,Kayole 1,DANDORA USAFIRI TRAVELLERS SACCO,NTR-00356,0.67,2/3,"Dandora, juja rd thika rdring rd komarock rd baraka slip rd kangundo rd outering rd jogoo rd heshima rd ambira gikomba, ronald ngala",medium,
17B_2,,Roysambu Terminus,Mwiki,DANDORA USAFIRI TRAVELLERS SACCO,ADR-9AKFWW2,0.50,2/4,"dandora, thika road, ngara, ronald ngara",low,
17B_2,,Roysambu Terminus,Mwiki,JONSAGA FLATS SACCO,ADR-MDMSMJL,0.50,2/4,"huruma, juja road, ngara, ronald ngara",low,
17B_2,,Roysambu Terminus,Mwiki,JONSAGA FLATS SACCO,ADR-ZZJSZ2O,0.50,2/4,"huruma, ronald ngara,juja road, ngara",low,
1961K,,Ladhes Road/Otc,Diesel,FORWARD TRAVELLERS SACCO LTD,ADR-7WRS9Z9,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3SB8O,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,PINPOINT SOLUTION (K) LTD,ADR-EPJSEOJ,1.00,3/3,"kayole, jogoo road, otc",high,
1961K,,Ladhes Road/Otc,Diesel,PINPOINT SOLUTION (K) LTD,ADR-2DVSRE2,1.00,3/3,"kayole, otc, jogoo road",high,
1961K,,Ladhes Road/Otc,Diesel,prime  transcity limited,ADR-8LMSO95,1.00,3/3,"kayole, jogoo road, otc",high,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-LZRS36M,1.00,3/3,"ronald ngala, jogoo road, umoja innercore",high,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-WZ9S3D6,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-REOSR75,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,UMOINNER SACCO LTD,ADR-6DBSDKP,0.75,3/4,"ronald ngala, innercore,jogoo road, umoja",medium,
19Cjk,,Ambassadeur,Mkanju Court,SINGLE LINE SERVICES LIMITED,ADR-JY7S2Y8,0.75,3/4,"south b, gpo, ambassador, hazina estate",medium,
19Cjk,,Ambassadeur,Mkanju Court,SINGLE LINE SERVICES LIMITED,ADR-POKS52J,0.75,3/4,"south b, gpo, ambassador, hazina estate",medium,
19Cjk,,Ambassadeur,Mkanju Court,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
19Cjk,,Ambassadeur,Mkanju Court,DANDORA USAFIRI TRAVELLERS SACCO,NTR-00356,0.67,2/3,"Dandora, juja rd thika rdring rd komarock rd baraka slip rd kangundo rd outering rd jogoo rd heshima rd ambira gikomba, ronald ngala",medium,
19Cjk,,Ambassadeur,Mkanju Court,EASTERN KUBAMBA LIMITED,NTR-00202104141601500,0.67,2/3,"Bus Station, gikomba jogoo rd juja rd ouering rd mombasa rd kariobangi komarock rd kangundo rd eastern by pass ruiru thika makongenikangundo machakos kitui mwingi mutomo kibwezi, Voi",medium,
33FED,,Commercial,Posta Embakasi Village,ARBAB VENTURES LIMITED,ADR-POKSRLV,0.67,2/3,"Machakos, SyokimauImara daimaSouth bSouth cNgumoLikoni rdIndustrial areaEastleighGikombaBusstationJogoo rdOutering rdDonholm Fedha juja rd thika rd kangundo rdutawala westlands parklands KNH nairobi west, langata",medium,
33FED,,Commercial,Posta Embakasi Village,BENJO( K) LTD,NTR-00833,0.67,2/3,"Embu, Kitui, Mwingi and Back",medium,
33FED,,Commercial,Posta Embakasi Village,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202104150827230,0.67,2/3,"Commercial, Jogoo rd Eastleigh Jericho Outering rd Kariobangi ound about Juja rd Cabanas Koma Kenol, Machakos",medium,
33FED,,Commercial,Posta Embakasi Village,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202211011743410,0.67,2/3,"Commercial, Ngara Fig Tree Gikomba Muthurwa Eastleigh Thika Rd Kiambio Jericho Outering Rd Kariobangi Round About Mathare North Jogoo Rd Cabanas Kangundo Rd Ruai Tala Kantafu Koma Ruiru Ndani Kwa Maiko Juja Thika Kabati Kenol, Machakos",medium,
33FED,,Commercial,Posta Embakasi Village,MWIKI PSV SACCO SOCIETY LIMITED,NTR-00202012241623260,0.67,2/3,"Commercial, odeon Slip Rd Moi Avenue River Rd Munyu Rd Latema Rd via Westands juja Rd Outering Rd Eatleigh Wangari maathai Rd Kipande Rd Bus Station Thika Rd Kasarani Mwiki Njiru Utawala kangundo Rd eastern Bypass Juja RuiruThika Kangundo Jogoo Rd, Garissa Rd",medium,
33GTB,,Commercial,Gate B,2KR ROUTE 105 MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,NTR-00346,0.67,2/3,"Tommboya, KawangwarekikuyuwestlandsThika RdMakongeniruirukiambuwangige, Limuru",medium,
33GTB,,Commercial,Gate B,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
33GTB,,Commercial,Gate B,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRLV,0.67,2/3,"buruburu, jogoo road, commercial",medium,
33GTB,,Commercial,Gate B,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3S6EM,0.67,2/3,"buruburu, commercial, jogoo road",medium,
33GTB,,Commercial,Gate B,BYBUSS TRANS LIMITED,NTR-00202102051436280,0.67,2/3,"Thika (makongeni), Kiambu ruaka gachie wangige nyathuna ngecha kabuku limuru kikuyu kangemi kawangware dagoretti corner& market karen bomas ngong, Kiserian",medium,
33IMR,,Commercial Imara,Imara Daima,MWIKI PSV SACCO SOCIETY LIMITED,NTR-00202012241623260,0.67,2/3,"Commercial, odeon Slip Rd Moi Avenue River Rd Munyu Rd Latema Rd via Westands juja Rd Outering Rd Eatleigh Wangari maathai Rd Kipande Rd Bus Station Thika Rd Kasarani Mwiki Njiru Utawala kangundo Rd eastern Bypass Juja RuiruThika Kangundo Jogoo Rd, Garissa Rd",medium,
33IMR,,Commercial Imara,Imara Daima,MWIKI PSV SACCO SOCIETY LIMITED,ADR-O68IPQJ,0.67,2/3,"Commercial, Bus station Thika rd Thika Juja Kasarani Mwiki Njiru Utawala Eastern bypass Kangundo rd Kangundo Juja rd Outering rd Eastleigh Wangari Mathai rd, Kipande rd",medium,
33IMR,,Commercial Imara,Imara Daima,MWIKI PSV SACCO SOCIETY LIMITED,ADR-6DBSZ65,0.67,2/3,"Commercial, Bus Station T Moi Avenue Odeon River Rd Munyu RdKipande Rd Latema Rd Slip Rd Waiyaki Way Juja Rd via Westands Wangari Maathai Rd Eatleigh Jogoo Rd Outering Rd Thika Rd Kasarani Mwiki Njiru Utawala Kangundo Rd Eastern Bypass Juja Ruiru Thika Kangundo, Garissa Rd",medium,
33MKR,,Bus Station,Maziwa,INDIMA (NJE) SACCO,NTR-0017,0.67,2/3,"Bus station, muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rd ruai kamulu eastern bypass, alsops",medium,
33MKR,,Bus Station,Maziwa,INDIMA (NJE) SACCO,ADR-JY7SQRO,0.67,2/3,"Bus station, muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rdruai eastern bypass, alsops",medium,
33MKR,,Bus Station,Maziwa,MANAMA TRAVELLERS LIMITED,ADR-A5ACV82,0.67,2/3,"Gikomba, Jogoo Rd Kangundo Rd Outering Rd Imara daima Chai Rd Juja Rd Mathare, Bus Station",medium,
33MKR,,Bus Station,Maziwa,NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-REOSLPA,0.67,2/3,"Muranga, Thika Rd Ruiru Githurai Kasarani Mwiki Kangundo Rd Outering Rd Alsops Juja Rd Muranga Rd Wangari Maathai Rd Kipande Rd Commercial, Bus Station",medium,
33MKR,,Bus Station,Maziwa,ZURI GENESIS CO. LIMITED,NTR-00202202211203420,0.67,2/3,"Bus Station, Tom Mboya Thika Rd Kahawa West Kenyatta University Hospital Northern Bypass Ruiru Mwihoko Kahawa Sukari Alsops Outering Rd Eastern Bypass Kangund rd Jogoo Rd Juja Rd Wangari Maathai Rd Kiambu Rd Kikuyu Wangige Gachie, Thika",medium,
33UTW,,Ambassadeur,Githunguri,EXPRESO LIMITED,NTR-00202002051557030,0.67,2/3,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKangundo rdKomarocks rdInfinityMwiki, Kasarani",medium,
33UTW,,Ambassadeur,Githunguri,EXPRESO LIMITED,ADR-WZ9S9JA,0.67,2/3,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKomarocks rdKangundo rdInfinityMwiki, Kasarani",medium,
33UTW,,Ambassadeur,Githunguri,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,0.67,2/3,"Kayole, Gikombe Alsops Mihango, Cabanas",medium,
33UTW,,Ambassadeur,Githunguri,GIKAKI SACCO SOCIETY LIMITED,NTR-00813,0.67,2/3,"Githunguri, Kagwe Kimende Limuru uplands kwamaiko ruiru, nyanduma",medium,
33UTW,,Ambassadeur,Githunguri,GIKAKI SACCO SOCIETY LIMITED,NTR-00202211011816190,0.67,2/3,"Githunguri, Kagwe Kimende Limuru Uplands Kwa Maiko Ruiru Nyanduma Kibichoi Gathugu Gachika Gatundu Thika Mai-Mahiu, Naivasha",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-LZRS36M,1.00,3/3,"ronald ngala, jogoo road, umoja innercore",high,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-WZ9S3D6,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-REOSR75,1.00,3/3,"ronald ngala, umoja innercore, jogoo road",high,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,NTR-00397,0.75,3/4,"ronald ngala, jogoo road,umoja, innercore",medium,
35/60,,Tuskys Ronald Ngala,Umoja Market,UMOINNER SACCO LTD,ADR-6DBSDKP,0.75,3/4,"ronald ngala, innercore,jogoo road, umoja",medium,
38/39,,Muthurwa,Quickmart,PINPOINT SOLUTION (K) LTD,ADR-MDMSJVR,1.00,3/3,"muthurwa, jogoo road, kayole",high,
38/39,,Muthurwa,Quickmart,FORWARD TRAVELLERS SACCO LTD,NTR-0047,0.75,3/4,"kayole, jogoo road,muthurwa, otc",medium,
38/39,,Muthurwa,Quickmart,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSZQW,0.75,3/4,"muthurwa, utawala,jogoo road, kayole",medium,
38/39,,Muthurwa,Quickmart,KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-8LMSYMB,0.75,3/4,"kayole, otc,jogoo road, muthurwa",medium,
38/39,,Muthurwa,Quickmart,PINPOINT SOLUTION (K) LTD,NTR-0047,0.75,3/4,"kayole, jogoo road,muthurwa, otc",medium,
70/71,,Muthurwa,Donholm,EASTERN KUBAMBA LIMITED,NTR-00202101181006500,1.00,3/3,"Muthurwa, Mombasa rd Athi river Machakos Kitui Mutomo Ikutha, Voi",high,
70/71,,Muthurwa,Donholm,LATEMA 22 TRAVELLERS SACCO,ADR-MDMSJLE,1.00,3/3,"Kitengela, Isinya, Kisaju",high,
70/71,,Muthurwa,Donholm,RISEN COMPANY LIMITED,NTR-00202211071526240,1.00,3/3,"Kitui, KibweziMachakosKajiadoKangundoKangundo Rd NairobiKiambuThikaMurangaEmbuNyeriMeruNyahururuSubukiaNyandaruaNakuruNjoroMau -NarokKisiiMuhoroniKerichoKisumuBusiaMalabaKakamegaBungomaWebuyeEldoret, kitale",high,
70/71,,Muthurwa,Donholm,SOWETAMU TRAVELLERS SACCO,NTR-00133,1.00,3/3,"Kenol, Thika Ruiru Eastern Bypass Jogoo Rd Mihango Kayole Junction Soweto Taj mall Mombasa Rd Machakos Wote Kibwezi, Kitui",high,
70/71,,Muthurwa,Donholm,STAHITO  COMMUTER  SERVICES CO. LIMITED,ADR-ZZJSL6R,0.83,5/6,"muthurwa, jogoo road , likoni road, industrial area, mombasa road, kitengela",high,
110ATH,,Easy Coach/Uchumi,Makadara,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
110ATH,,Easy Coach/Uchumi,Makadara,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011241151430,0.67,2/3,"Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani",medium,
110ATH,,Easy Coach/Uchumi,Makadara,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,0.67,2/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",medium,
110ATH,,Easy Coach/Uchumi,Makadara,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
110ATH,,Easy Coach/Uchumi,Makadara,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-BQ9S55J,0.67,2/3,"mlolongo, cabanas tajmall alsops ruiru, makongeni(thika)",medium,
1961Kd,,Caltex,Diesel,FIVE FRIENDS INVESTMENT COMPANY LIMITED,ADR-8LMS562,0.67,2/3,"Ngara, Huruma Dandora Molem road Kangundo roadMalaauUtawala Mlolongo Outering rd Thika rd Gikomba Jogoo rd Savannah, Kayole",medium,
1961Kd,,Caltex,Diesel,SINGLE LINE SERVICES LIMITED,ADR-JY7S2Y8,0.50,2/4,"south b, gpo, ambassador, hazina estate",low,
1961Kd,,Caltex,Diesel,SINGLE LINE SERVICES LIMITED,ADR-POKS52J,0.50,2/4,"south b, gpo, ambassador, hazina estate",low,
3560_2,,Umoja Stage,Umoja 2 Terminus,DIGITAL LUXURY TRAVELLERS LIMITED,ADR-6DBSZO5,1.00,6/6,"ngara, museum hill,kangemi,uthiru,kawangware, knh",high,
3560_2,,Umoja Stage,Umoja 2 Terminus,COMPLIANT MOA,NTR-00355,1.00,5/5,"luthuli, general waruinge,garage,eastleigh, kimathi",high,
3560_2,,Umoja Stage,Umoja 2 Terminus,COMPLIANT MOA,ADR-2DVSDZ7,1.00,5/5,"luthuli, kimathi,general waruinge,garage, eastleigh",high,
3560_2,,Umoja Stage,Umoja 2 Terminus,GITHURAI 45 SACCO,ADR-POKS7KY,1.00,4/4,"ronald ngala, thika road,githurai, thika (makongeni)",high,
3560_2,,Umoja Stage,Umoja 2 Terminus,JESMAT TRAVELLERS CO-OPRATIVE,ADR-2DVSRY2,1.00,4/4,"mfangano street, highrise,gikomba, majengo",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-2DVSRWK,1.00,3/3,"Kiambu, BananaRuakaNdenderuWangigeKikuyuRusingitiKamanguThigioMutarakwaLimuru, Tigoni",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,KIAMBU MARAFIKI SACCO LTD,NTR-00201901180908040,1.00,3/3,"ngara, kiambu, githunguri",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,LATEMA 22 TRAVELLERS SACCO,ADR-MDMSJLE,1.00,3/3,"Kitengela, Isinya, Kisaju",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,RISEN COMPANY LIMITED,NTR-00202211071526240,1.00,3/3,"Kitui, KibweziMachakosKajiadoKangundoKangundo Rd NairobiKiambuThikaMurangaEmbuNyeriMeruNyahururuSubukiaNyandaruaNakuruNjoroMau -NarokKisiiMuhoroniKerichoKisumuBusiaMalabaKakamegaBungomaWebuyeEldoret, kitale",high,
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,RWAKEN INVESTMENTS LIMITED,ADR-WZ9SW79,1.00,2/2,"within, , kenya",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,NTR-00202108091426140,1.00,3/3,"kiambu, tatu city ruiru tinganga roysambu ruaka githurai 44 kahawa westgithurai 45 mwiki gatundu thika ikinu, githunguri",high,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-BQ9S5JK,1.00,3/3,"kiambu, tatu city ruiru tinganga roysambu ruaka githurai 44 githurai 45 mwiki gatundu thika ikinu, githunguri",high,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,GITHIGA TRAVELLERS SACCO,ADR-DB3TB99,0.75,3/4,"st.peters, kiambu, limuru, githuguri",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,GITHIGA TRAVELLERS SACCO,ADR-POKSY2B,0.75,3/4,"st.peters, githuguri,kiambu, limuru",medium,
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001334,0.75,3/4,"limuru, tigoni,kanunga, kiambu",medium,
121,kiambu_road,Githunguri Terminal,Ndumberi,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-2DVSRWK,1.00,3/3,"Kiambu, BananaRuakaNdenderuWangigeKikuyuRusingitiKamanguThigioMutarakwaLimuru, Tigoni",high,
121,kiambu_road,Githunguri Terminal,Ndumberi,RISEN COMPANY LIMITED,NTR-00202211071526240,1.00,3/3,"Kitui, KibweziMachakosKajiadoKangundoKangundo Rd NairobiKiambuThikaMurangaEmbuNyeriMeruNyahururuSubukiaNyandaruaNakuruNjoroMau -NarokKisiiMuhoroniKerichoKisumuBusiaMalabaKakamegaBungomaWebuyeEldoret, kitale",high,
121,kiambu_road,Githunguri Terminal,Ndumberi,RWAKEN INVESTMENTS LIMITED,ADR-WZ9SW79,1.00,2/2,"within, , kenya",medium,
121,kiambu_road,Githunguri Terminal,Ndumberi,NAKINDUKA MATATU SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-7WRSVYA,0.75,3/4,"kiambu, ndumberi, kawaida, githunguri",medium,
121,kiambu_road,Githunguri Terminal,Ndumberi,BABA DOGO 25 TRAVELLERS SACCO,ADR-REOSLYL,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd) thika rdalsops roysambu lucky summer baba dogo outering rd caltex kangundo rd ruai junction utawala city cabanas donholm juja rd, kariokor",medium,
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-2DVSRWK,1.00,3/3,"Kiambu, BananaRuakaNdenderuWangigeKikuyuRusingitiKamanguThigioMutarakwaLimuru, Tigoni",high,
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,RISEN COMPANY LIMITED,NTR-00202211071526240,1.00,3/3,"Kitui, KibweziMachakosKajiadoKangundoKangundo Rd NairobiKiambuThikaMurangaEmbuNyeriMeruNyahururuSubukiaNyandaruaNakuruNjoroMau -NarokKisiiMuhoroniKerichoKisumuBusiaMalabaKakamegaBungomaWebuyeEldoret, kitale",high,
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,RWAKEN INVESTMENTS LIMITED,ADR-WZ9SW79,1.00,2/2,"within, , kenya",medium,
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,2KW SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202107221145140,0.67,2/3,"suswa, kimuka ngong dagoretti corner kawangware uthiru Kikuyu kamangu thigio ngecha wangige kahawa west via Kiambu KU hospital ruiru limuru, nakuru",medium,
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,BABA DOGO 25 TRAVELLERS SACCO,ADR-REOSLYL,1.00,3/3,"Odeon, Muranga rd terminus(via forest rd) thika rdalsops roysambu lucky summer baba dogo outering rd caltex kangundo rd ruai junction utawala city cabanas donholm juja rd, kariokor",high,
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,JONSAGA FLATS SACCO,ADR-7WRS29M,1.00,3/3,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",high,
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,kayo-line group company limited,ADR-EPJSEWO,1.00,3/3,"kasarani, kayole, kariobangi",high,
43,thika_road,Bus Station,Ngumba Terminal,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7S3W6,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
43,thika_road,Bus Station,Ngumba Terminal,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKSOVD,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
43,thika_road,Bus Station,Ngumba Terminal,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
43,thika_road,Bus Station,Ngumba Terminal,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
43,thika_road,Bus Station,Ngumba Terminal,kayo-line group company limited,ADR-EPJSEWO,1.00,3/3,"kasarani, kayole, kariobangi",high,
49,thika_road,Odeon Terminals,Sunton,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,1.00,3/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",high,
49,thika_road,Odeon Terminals,Sunton,BABA DOGO 25 TRAVELLERS SACCO,ADR-REOSLYL,1.00,3/3,"Odeon, Muranga rd terminus(via forest rd) thika rdalsops roysambu lucky summer baba dogo outering rd caltex kangundo rd ruai junction utawala city cabanas donholm juja rd, kariokor",high,
49,thika_road,Odeon Terminals,Sunton,ECOSA TRAVELLERS SACCO,NTR-00202009231508320,1.00,3/3,"Ronald Ngala, Kariokor Gikomba Dandora Juja Rd Outering Rd Kangundo Rd Saika Komarock Rd Kariobangi Alsops Thika Rd, Thika",high,
49,thika_road,Odeon Terminals,Sunton,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
49,thika_road,Odeon Terminals,Sunton,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
145,thika_road,Main Stage,Ruiru,eastern bypass traverlers investment co. limited,NTR-0027,1.00,4/4,"ruiru, ruai,joska, kangundo",high,
145,thika_road,Main Stage,Ruiru,eastern bypass traverlers investment co. limited,ADR-O68IBBL,1.00,4/4,"ruiru, kangundo,ruai, joska",high,
145,thika_road,Main Stage,Ruiru,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
145,thika_road,Main Stage,Ruiru,FORWARD TRAVELLERS SACCO LTD,ADR-537HBOV,1.00,3/3,"Kangema, Muranga Thika Ruiru Estern Bypass Kangundo Rd Jogoo Rd Juja Rd Gikomba Alsops Ngara Mfangano Street Bus station Kayole Komarock Rd Umoja Morlem Savannah Cabanas Utawala-Mihango Northern Bypass Tassia Rd Malaa Mombasa Rd Mwiki Mwihoko Katani Emali Loitoktok, Nyahururu",high,
145,thika_road,Main Stage,Ruiru,GIKAKURU TRAVELLERS SACCO,NTR-00820,1.00,3/3,"githurai 45, mwihoko eastern bypass ruiru githunguri limuru kimende kijabe hospital wangige kiambu, kahawa west",high,
17B,thika_road,Bus Station,Mwiki,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7S3W6,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
17B,thika_road,Bus Station,Mwiki,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKSOVD,1.00,3/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",high,
17B,thika_road,Bus Station,Mwiki,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,1.00,3/3,"Kayole, Gikombe Alsops Mihango, Cabanas",high,
17B,thika_road,Bus Station,Mwiki,KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,1.00,3/3,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",high,
